,year,month,intent,police,sex,age,race,hispanic,place,education
1765,2012,5,Suicide,0,M,51,White,100,Home,HS/GED
1766,2012,5,Suicide,0,M,25,Black,100,Home,Less than HS
1767,2012,5,Suicide,0,M,56,White,100,Other specified,Some college
1768,2012,5,Suicide,0,M,64,White,100,Home,HS/GED
1769,2012,4,Suicide,0,M,82,White,100,Home,HS/GED
1770,2012,5,Homicide,0,F,1,Hispanic,270,Home,NA
1771,2012,5,Suicide,0,F,43,White,100,Home,Some college
1772,2012,5,Homicide,0,F,23,White,100,Home,HS/GED
1773,2012,5,Suicide,0,M,49,White,100,Other unspecified,HS/GED
1774,2012,5,Homicide,0,M,53,White,100,Other specified,HS/GED
1775,2012,5,Suicide,0,M,63,White,100,Home,BA+
1776,2012,5,Suicide,0,M,66,White,100,Home,Less than HS
1777,2012,4,Homicide,0,F,49,White,100,Home,HS/GED
1778,2012,5,Homicide,0,F,47,White,100,Home,HS/GED
1779,2012,5,Suicide,0,M,23,White,100,Home,HS/GED
1780,2012,5,Homicide,0,M,33,Hispanic,210,Home,Less than HS
1781,2012,5,Suicide,0,M,57,White,100,Home,HS/GED
1782,2012,5,Suicide,0,M,88,White,100,Home,HS/GED
1783,2012,5,Suicide,0,M,27,White,100,Home,Some college
1784,2012,5,Homicide,0,F,20,White,100,Home,Some college
1785,2012,5,Homicide,0,M,36,White,100,Other specified,HS/GED
1786,2012,5,Homicide,0,M,25,White,100,Other specified,Some college
1787,2012,5,Suicide,0,F,42,White,100,Home,HS/GED
1788,2012,5,Homicide,0,M,27,White,100,Street,Less than HS
1789,2012,5,Suicide,0,F,26,White,100,Home,Some college
1790,2012,5,Homicide,0,M,26,White,100,Street,Less than HS
1791,2012,5,Suicide,0,M,25,White,100,Home,HS/GED
1792,2012,5,Suicide,0,M,88,White,100,Other specified,BA+
1793,2012,5,Homicide,0,F,50,White,100,Home,Some college
1794,2012,5,Suicide,0,M,55,White,100,Home,HS/GED
1795,2012,5,Suicide,0,M,60,White,100,Home,HS/GED
1796,2012,5,Suicide,0,F,20,White,100,Other specified,Some college
1797,2012,5,Suicide,0,M,45,White,100,Home,Some college
1798,2012,5,Homicide,0,M,45,Hispanic,210,Other specified,Less than HS
1799,2012,5,Homicide,0,M,27,Hispanic,210,Home,Some college
1800,2012,5,Suicide,0,M,34,White,100,Home,Some college
1801,2012,5,Suicide,0,M,51,White,100,Home,HS/GED
1802,2012,4,Homicide,0,M,20,Black,100,Other specified,Less than HS
1803,2012,5,Suicide,0,M,55,White,100,Home,Less than HS
1804,2012,5,Suicide,0,M,55,White,100,Other specified,HS/GED
1805,2012,5,Homicide,0,M,51,White,100,Home,Some college
1806,2012,5,Suicide,0,M,49,White,100,Home,HS/GED
1807,2012,5,Homicide,0,F,83,White,100,Home,HS/GED
1808,2012,5,Suicide,0,M,81,White,100,Home,HS/GED
1809,2012,5,Suicide,0,M,57,White,100,Home,HS/GED
1810,2012,5,Homicide,0,F,42,White,100,Home,HS/GED
1811,2012,5,Suicide,0,M,29,White,100,Home,HS/GED
1812,2012,5,Suicide,0,M,66,White,100,Home,HS/GED
1813,2012,5,Suicide,0,M,54,Hispanic,210,Street,Some college
1814,2012,5,Suicide,0,F,33,White,100,Home,Less than HS
1815,2012,5,Suicide,0,M,63,White,100,Home,Some college
1816,2012,4,Suicide,0,M,19,Native American/Native Alaskan,100,Home,Less than HS
1817,2012,5,Homicide,0,M,22,Hispanic,210,Home,Less than HS
1818,2012,5,Suicide,0,F,56,White,100,Home,HS/GED
1819,2012,5,Suicide,0,M,24,White,100,Street,BA+
1820,2012,5,Suicide,0,M,60,White,100,Home,HS/GED
1821,2012,5,Suicide,0,M,59,White,100,Home,Some college
1822,2012,5,Homicide,0,M,30,Hispanic,260,Home,Less than HS
1823,2012,5,Suicide,0,M,52,White,100,Other specified,HS/GED
1824,2012,5,Suicide,0,M,30,White,100,Home,HS/GED
1825,2012,5,Suicide,0,M,42,White,100,Home,HS/GED
1826,2012,5,Suicide,0,M,69,White,100,Home,Less than HS
1827,2012,5,Suicide,0,M,67,White,100,Home,BA+
1828,2012,5,Homicide,0,F,31,Hispanic,210,Home,Less than HS
1829,2012,5,Homicide,0,M,23,Hispanic,210,Trade/service area,Less than HS
1830,2012,5,Suicide,0,M,24,White,100,Home,Less than HS
1831,2012,5,Suicide,0,F,14,White,100,Home,Less than HS
1832,2012,5,Suicide,0,M,60,White,100,Home,BA+
1833,2012,5,Suicide,0,M,64,White,100,Home,BA+
1834,2012,5,Suicide,0,M,55,White,100,Home,Less than HS
1835,2012,5,Suicide,0,M,66,White,100,Home,HS/GED
1836,2012,5,Suicide,0,M,61,White,100,Home,BA+
1837,2012,5,Suicide,0,M,35,White,100,Home,BA+
1838,2012,5,Suicide,0,M,26,Black,100,Trade/service area,HS/GED
1839,2012,5,Suicide,0,M,61,White,100,Home,HS/GED
1840,2012,5,Suicide,0,M,16,White,100,Home,Less than HS
1841,2012,3,Suicide,0,M,68,White,100,Home,NA
1842,2012,5,Homicide,0,M,22,Hispanic,210,Home,HS/GED
1843,2012,6,Suicide,0,M,81,White,100,Home,HS/GED
1844,2012,6,Suicide,0,F,52,White,100,Home,HS/GED
1845,2012,6,Suicide,0,M,72,White,100,Home,BA+
1846,2012,6,Homicide,0,M,18,Hispanic,210,Home,HS/GED
1847,2012,6,Suicide,0,M,31,White,100,Home,HS/GED
1848,2012,6,Homicide,1,M,34,White,100,NA,HS/GED
1849,2012,6,Homicide,0,M,32,Hispanic,210,Home,Less than HS
1850,2012,5,Suicide,0,M,56,White,100,Other specified,NA
1851,2012,6,Suicide,0,M,53,White,100,Home,Some college
1852,2012,6,Suicide,0,M,67,Hispanic,210,Home,Some college
1853,2012,6,Suicide,0,M,83,White,100,Sports,Some college
1854,2012,6,Homicide,0,M,58,Hispanic,222,Other specified,Some college
1855,2012,5,Homicide,0,F,34,Black,100,Other specified,Some college
1856,2012,6,Suicide,0,M,93,White,100,Home,BA+
1857,2012,6,Homicide,0,M,20,Hispanic,210,Other specified,Some college
1858,2012,6,Suicide,0,F,62,White,100,Home,HS/GED
1859,2012,6,Homicide,0,M,18,Hispanic,210,Street,HS/GED
1860,2012,6,Suicide,0,M,80,White,100,Home,HS/GED
1861,2012,6,Suicide,0,F,31,White,100,Home,Some college
1862,2012,6,Suicide,0,M,36,Hispanic,210,Home,HS/GED
1863,2012,6,Suicide,0,M,28,Hispanic,210,Home,HS/GED
1864,2012,6,Homicide,0,M,25,White,100,Other specified,HS/GED
1865,2012,6,Suicide,0,M,55,Native American/Native Alaskan,100,Other specified,Some college
1866,2012,6,Suicide,0,M,32,White,100,Other specified,HS/GED
1867,2012,6,Homicide,0,M,32,Hispanic,210,Home,Some college
1868,2012,6,Suicide,0,M,27,White,100,Street,Some college
1869,2012,6,Homicide,0,M,70,Hispanic,210,Home,Less than HS
1870,2012,6,Suicide,0,M,34,Hispanic,210,Home,Less than HS
1871,2012,6,Suicide,0,M,15,Hispanic,210,Home,Less than HS
1872,2012,6,Accidental,0,M,29,White,998,Home,Some college
1873,2012,6,Suicide,0,M,44,White,100,Other specified,Less than HS
1874,2012,6,Homicide,0,M,34,Hispanic,210,Home,HS/GED
1875,2012,6,Suicide,0,M,69,White,100,Home,Less than HS
1876,2012,6,Suicide,0,M,19,White,100,Home,Some college
1877,2012,6,Suicide,0,M,50,White,100,Home,Less than HS
1878,2012,6,Suicide,0,M,55,White,100,Street,Some college
1879,2012,6,Suicide,0,M,91,White,100,Home,BA+
1880,2012,6,Homicide,0,M,23,Hispanic,210,Other specified,Less than HS
1881,2012,6,Suicide,0,M,68,White,100,Home,BA+
1882,2012,6,Homicide,0,M,51,White,100,Street,Less than HS
1883,2012,6,Suicide,0,F,22,Hispanic,210,Street,HS/GED
1884,2012,6,Suicide,0,M,20,White,100,Home,HS/GED
1885,2012,6,Suicide,0,M,48,White,100,Home,Less than HS
1886,2012,6,Homicide,0,M,30,White,100,Street,HS/GED
1887,2012,6,Suicide,0,M,47,White,100,Other specified,BA+
1888,2012,6,Suicide,0,M,77,White,100,Residential institution,BA+
1889,2012,6,Suicide,0,M,51,White,100,Other specified,BA+
1890,2012,6,Suicide,0,M,26,White,100,Home,Some college
1891,2012,6,Homicide,0,F,40,White,100,Home,BA+
1892,2012,6,Homicide,0,M,7,White,100,Home,Less than HS
1893,2012,6,Homicide,0,F,16,White,100,Home,Less than HS
1894,2012,6,Homicide,0,M,14,White,100,Home,Less than HS
1895,2012,6,Homicide,0,M,41,Hispanic,210,Home,Less than HS
1896,2012,6,Suicide,0,M,26,White,100,Home,HS/GED
1897,2012,6,Homicide,0,F,51,Asian/Pacific Islander,100,Trade/service area,Less than HS
1898,2012,6,Suicide,0,M,76,White,100,Home,HS/GED
1899,2012,6,Suicide,0,M,73,White,100,Home,BA+
1900,2012,6,Undetermined,0,F,64,White,100,Home,HS/GED
1901,2012,6,Suicide,0,M,49,White,100,Street,BA+
1902,2012,6,Suicide,0,M,27,Native American/Native Alaskan,100,Home,Less than HS
1903,2012,6,Suicide,0,M,33,Asian/Pacific Islander,100,Other specified,Some college
1904,2012,6,Suicide,0,F,21,Black,100,Home,BA+
1905,2012,6,Suicide,0,M,54,Hispanic,210,Home,Some college
1906,2012,6,Suicide,0,M,32,White,100,Home,Some college
1907,2012,6,Suicide,0,M,69,White,100,Street,Some college
1908,2012,6,Homicide,0,M,17,Black,100,Other unspecified,Less than HS
1909,2012,6,Homicide,0,F,27,White,100,Home,HS/GED
1910,2012,6,Homicide,0,M,29,Hispanic,210,Home,Some college
1911,2012,6,Suicide,0,M,54,White,100,Home,HS/GED
1912,2012,6,Suicide,0,M,38,White,100,Street,Less than HS
1913,2012,6,Suicide,0,M,90,White,100,Trade/service area,Some college
1914,2012,6,Suicide,0,M,51,White,100,Home,HS/GED
1915,2012,5,Suicide,0,M,51,Native American/Native Alaskan,100,Home,Some college
1916,2012,6,Suicide,0,M,51,White,100,Home,Some college
1917,2012,6,Suicide,0,M,66,White,100,Other specified,Less than HS
1918,2012,6,Suicide,0,M,57,White,100,Home,HS/GED
1919,2012,6,Suicide,0,F,41,Black,100,Home,BA+
1920,2012,6,Suicide,0,M,40,White,100,Home,Some college
1921,2012,7,Suicide,0,M,20,Hispanic,210,Home,Less than HS
1922,2012,6,Suicide,0,M,67,White,100,Home,BA+
1923,2012,7,Suicide,0,M,26,Hispanic,210,Home,Less than HS
1924,2012,6,Suicide,0,F,66,White,100,Other specified,BA+
1925,2012,6,Suicide,0,M,82,White,100,Other specified,Some college
1926,2012,7,Suicide,0,M,60,White,100,Home,BA+
1927,2012,7,Homicide,0,F,32,Hispanic,210,Street,Less than HS
1928,2012,6,Suicide,0,M,30,Hispanic,210,Home,HS/GED
1929,2012,6,Suicide,0,M,49,White,100,Home,BA+
1930,2012,6,Suicide,0,M,63,White,100,Home,BA+
1931,2012,6,Suicide,0,M,44,White,100,Home,Some college
1932,2012,7,Suicide,0,F,54,White,100,Home,BA+
1933,2012,7,Suicide,0,M,63,White,100,Home,HS/GED
1934,2012,6,Suicide,0,M,35,White,100,Home,HS/GED
1935,2012,7,Suicide,0,M,76,White,100,Home,HS/GED
1936,2012,7,Suicide,0,M,62,White,100,Home,BA+
1937,2012,6,Suicide,0,M,24,Hispanic,210,Home,Some college
1938,2012,7,Suicide,0,M,63,White,100,Home,Some college
1939,2012,6,Undetermined,0,M,24,Native American/Native Alaskan,100,Other specified,Less than HS
1940,2012,7,Undetermined,0,F,38,White,100,Home,Some college
1941,2012,7,Homicide,0,M,39,Native American/Native Alaskan,100,Home,HS/GED
1942,2012,7,Suicide,0,M,57,White,100,Other specified,HS/GED
1943,2012,7,Homicide,0,M,31,White,100,Other specified,Some college
1944,2012,6,Homicide,1,M,19,Black,100,NA,HS/GED
1945,2012,7,Suicide,0,M,58,White,100,Home,Some college
1946,2012,7,Suicide,0,M,59,White,100,Home,BA+
1947,2012,7,Suicide,0,M,38,White,100,Home,HS/GED
1948,2012,7,Suicide,0,M,26,White,100,Home,HS/GED
1949,2012,7,Homicide,0,M,15,Hispanic,210,Other specified,Less than HS
1950,2012,6,Suicide,0,M,62,White,100,Home,Some college
1951,2012,6,Suicide,0,M,36,White,100,Home,Some college
1952,2012,7,Homicide,0,M,21,Black,100,Other specified,Less than HS
1953,2012,7,Suicide,0,M,84,White,100,Home,HS/GED
1954,2012,7,Homicide,0,M,35,Hispanic,210,Home,Less than HS
1955,2012,7,Homicide,1,M,19,White,100,NA,HS/GED
1956,2012,7,Suicide,0,M,54,White,100,Home,Less than HS
1957,2012,7,Suicide,0,F,49,White,100,Home,HS/GED
1958,2012,7,Suicide,0,M,24,Hispanic,210,Other specified,HS/GED
1959,2012,7,Suicide,0,M,57,White,100,Home,BA+
1960,2012,7,Suicide,0,M,32,White,100,Home,Some college
1961,2012,7,Suicide,0,M,25,Native American/Native Alaskan,100,Home,Less than HS
1962,2012,7,Suicide,0,M,60,White,100,Home,Some college
1963,2012,7,Suicide,0,M,55,White,100,Home,Some college
1964,2012,7,Suicide,0,M,32,White,100,Home,Less than HS
1965,2012,7,Homicide,0,M,30,Black,100,Home,HS/GED
1966,2012,7,Suicide,0,F,25,White,100,Other specified,HS/GED
1967,2012,7,Suicide,0,M,25,Hispanic,210,Home,Less than HS
1968,2012,7,Suicide,0,M,51,White,100,Home,HS/GED
1969,2012,7,Suicide,0,M,61,White,100,Home,Less than HS
1970,2012,7,Suicide,0,M,82,White,100,Industrial/construction,Some college
1971,2012,7,Suicide,0,M,39,White,100,Home,HS/GED
1972,2012,7,Homicide,0,M,18,Black,100,Street,HS/GED
1973,2012,7,Suicide,0,M,25,Native American/Native Alaskan,100,Home,Some college
1974,2012,7,Suicide,0,M,66,White,100,Street,NA
1975,2012,7,Suicide,0,M,55,White,100,Street,HS/GED
1976,2012,7,Suicide,0,M,55,White,100,Other specified,BA+
1977,2012,7,Suicide,0,M,74,White,100,Home,Some college
1978,2012,7,Suicide,0,M,58,White,100,Home,Some college
1979,2012,7,Suicide,0,F,49,White,100,Home,Less than HS
1980,2012,7,Suicide,0,M,29,Hispanic,210,Home,Less than HS
1981,2012,7,Suicide,0,M,84,White,100,Home,Some college
1982,2012,7,Suicide,0,F,52,White,100,Home,Some college
1983,2012,7,Suicide,0,M,16,Native American/Native Alaskan,100,Home,Less than HS
1984,2012,7,Suicide,0,M,25,White,100,Other specified,BA+
1985,2012,7,Suicide,0,M,34,Hispanic,211,Home,Some college
1986,2012,7,Homicide,0,M,26,Hispanic,260,Home,Less than HS
1987,2012,7,Suicide,0,M,62,White,100,Home,BA+
1988,2012,7,Homicide,0,M,23,Black,100,Street,Less than HS
1989,2012,7,Suicide,0,M,54,White,100,Home,HS/GED
1990,2012,7,Suicide,0,M,36,White,100,Home,HS/GED
1991,2012,7,Suicide,0,F,77,White,100,Home,HS/GED
1992,2012,7,Homicide,0,M,48,Native American/Native Alaskan,100,Home,HS/GED
1993,2012,7,Suicide,0,F,34,Hispanic,210,Other specified,Less than HS
1994,2012,7,Homicide,0,M,59,White,100,Home,BA+
1995,2012,7,Homicide,0,M,41,Hispanic,210,Other specified,Less than HS
1996,2012,7,Suicide,0,M,56,White,100,Other specified,BA+
1997,2012,7,Suicide,0,M,22,White,100,Home,Some college
1998,2012,7,Suicide,0,M,59,White,100,Home,Some college
1999,2012,7,Suicide,0,M,26,White,100,Home,Less than HS
2000,2012,7,Suicide,0,M,48,White,100,Home,Some college
2001,2012,7,Suicide,0,M,71,White,100,Home,BA+
2002,2012,7,Suicide,0,M,42,White,100,Trade/service area,HS/GED
2003,2012,7,Suicide,0,F,59,White,100,Home,NA
2004,2012,7,Homicide,0,M,27,Hispanic,210,Other specified,Less than HS
2005,2012,7,Suicide,0,M,47,Hispanic,210,Home,HS/GED
2006,2012,8,Suicide,0,M,79,White,100,Home,HS/GED
2007,2012,7,Suicide,0,M,27,White,100,Home,Some college
2008,2012,8,Suicide,0,M,32,White,100,Home,Less than HS
2009,2012,7,Suicide,0,M,56,White,100,Home,Some college
2010,2012,8,Suicide,0,M,25,Hispanic,210,Trade/service area,Some college
2011,2012,7,Homicide,0,M,43,Hispanic,210,Home,Less than HS
2012,2012,8,Suicide,0,M,68,White,100,Home,Less than HS
2013,2012,7,Suicide,0,M,75,White,100,Home,HS/GED
2014,2012,8,Homicide,0,M,24,Hispanic,210,Home,Less than HS
2015,2012,8,Suicide,0,M,16,Native American/Native Alaskan,100,Other unspecified,Less than HS
2016,2012,8,Suicide,0,M,28,White,100,Other specified,HS/GED
2017,2012,8,Suicide,0,M,30,Hispanic,210,Home,HS/GED
2018,2012,8,Suicide,0,M,48,White,100,Home,Less than HS
2019,2012,8,Suicide,0,M,50,White,100,Home,Some college
2020,2012,7,Suicide,0,M,57,White,100,Home,HS/GED
2021,2012,7,Suicide,0,M,58,White,998,Other specified,NA
2022,2012,8,Suicide,0,F,57,White,100,Home,BA+
2023,2012,8,Homicide,0,M,28,White,100,Home,Some college
2024,2012,7,Homicide,1,M,38,White,100,NA,Less than HS
2025,2012,8,Suicide,0,M,21,White,100,Other specified,Some college
2026,2012,8,Suicide,0,M,58,White,100,Home,Some college
2027,2012,8,Suicide,0,M,82,White,100,Home,HS/GED
2028,2012,7,Suicide,0,M,42,White,100,Home,Some college
2029,2012,8,Suicide,0,M,56,White,100,Other unspecified,BA+
2030,2012,7,Suicide,0,M,35,White,100,Home,Some college
2031,2012,8,Suicide,0,F,74,White,100,Home,Less than HS
2032,2012,7,Homicide,0,M,18,Hispanic,260,Street,Less than HS
2033,2012,8,Homicide,0,M,38,White,100,Street,HS/GED
2034,2012,8,Homicide,0,F,49,Hispanic,210,Street,BA+
2035,2012,8,Suicide,0,M,69,White,100,Home,NA
2036,2012,7,Suicide,0,M,33,White,100,Home,Some college
2037,2012,8,Homicide,0,M,24,Hispanic,210,Street,Less than HS
2038,2012,8,Suicide,0,M,59,Hispanic,210,Street,Less than HS
2039,2012,8,Suicide,0,M,73,White,100,Home,HS/GED
2040,2012,8,Suicide,0,F,55,White,100,Home,Some college
2041,2012,7,Homicide,0,M,46,White,100,Home,Some college
2042,2012,8,Homicide,0,M,22,Native American/Native Alaskan,100,Other specified,HS/GED
2043,2012,7,Homicide,0,M,39,White,100,Other unspecified,Less than HS
2044,2012,8,Homicide,0,M,24,Hispanic,210,Home,Less than HS
2045,2012,8,Suicide,0,M,58,White,100,Home,HS/GED
2046,2012,8,Homicide,0,F,4,Hispanic,210,Home,Less than HS
2047,2012,8,Suicide,0,M,59,Hispanic,210,Other specified,HS/GED
2048,2012,8,Homicide,0,M,25,White,100,Home,HS/GED
2049,2012,8,Suicide,0,M,67,White,100,Home,BA+
2050,2012,8,Suicide,0,M,63,White,100,Home,Some college
2051,2012,8,Suicide,0,M,46,White,100,Home,Some college
2052,2012,8,Suicide,0,M,75,White,100,Home,Some college
2053,2012,8,Suicide,0,M,91,White,100,Trade/service area,HS/GED
2054,2012,8,Suicide,0,M,44,White,100,Home,BA+
2055,2012,8,Suicide,0,F,74,White,100,Home,BA+
2056,2012,8,Suicide,0,F,55,White,100,Home,HS/GED
2057,2012,8,Homicide,0,M,1,Hispanic,210,Home,Less than HS
2058,2012,8,Suicide,0,M,15,White,100,Home,Less than HS
2059,2012,8,Suicide,0,M,32,Hispanic,210,Home,HS/GED
2060,2012,7,Homicide,0,M,57,White,998,Home,NA
2061,2012,8,Suicide,0,M,55,White,100,Other specified,BA+
2062,2012,8,Suicide,0,M,77,White,100,Home,HS/GED
2063,2012,8,Suicide,0,M,66,White,100,Home,BA+
2064,2012,8,Suicide,0,M,71,White,100,Home,HS/GED
2065,2012,8,Suicide,0,M,22,White,100,Home,Some college
2066,2012,8,Suicide,0,M,68,White,100,Other specified,HS/GED
2067,2012,8,Suicide,0,M,48,White,100,Home,Some college
2068,2012,8,Suicide,0,M,57,Asian/Pacific Islander,100,Other specified,HS/GED
2069,2012,8,Homicide,0,M,47,White,100,Other specified,Some college
2070,2012,8,Suicide,0,M,59,White,100,Home,HS/GED
2071,2012,8,Suicide,0,M,19,Hispanic,210,Street,HS/GED
2072,2012,8,Suicide,0,M,73,White,100,Home,Less than HS
2073,2012,8,Suicide,0,M,65,White,100,Home,HS/GED
2074,2012,8,Suicide,0,M,56,White,100,Home,Some college
2075,2012,8,Suicide,0,M,21,White,100,Trade/service area,Some college
2076,2012,8,Homicide,0,F,50,White,100,Home,Some college
2077,2012,9,Suicide,0,M,76,White,100,Home,Some college
2078,2012,8,Suicide,0,M,86,White,100,Home,HS/GED
2079,2012,8,Suicide,0,M,69,White,100,Home,Less than HS
2080,2012,8,Suicide,0,F,66,White,100,Home,HS/GED
2081,2012,9,Suicide,0,M,21,Hispanic,210,Home,Some college
2082,2012,8,Suicide,0,M,47,White,100,Home,Some college
2083,2012,8,Suicide,0,M,26,White,100,Home,HS/GED
2084,2012,8,Suicide,0,M,48,Hispanic,210,Other specified,Less than HS
2085,2012,8,Suicide,0,F,51,White,100,Home,Some college
2086,2012,8,Suicide,0,M,68,White,100,Home,Some college
2087,2012,9,Suicide,0,M,58,White,100,Home,Some college
2088,2012,8,Homicide,0,F,30,Hispanic,210,Other unspecified,Some college
2089,2012,9,Suicide,0,F,41,White,100,Other specified,Some college
2090,2012,9,Suicide,0,M,30,White,100,Home,HS/GED
2091,2012,9,Suicide,0,M,55,White,100,Street,HS/GED
2092,2012,8,Suicide,0,M,41,White,100,Home,HS/GED
2093,2012,8,Suicide,0,M,19,Hispanic,210,Other specified,HS/GED
2094,2012,9,Suicide,0,M,58,White,100,Home,Less than HS
2095,2012,9,Suicide,0,M,35,Hispanic,210,Home,HS/GED
2096,2012,9,Suicide,0,M,19,Asian/Pacific Islander,100,Home,Less than HS
2097,2012,9,Suicide,0,M,60,White,100,Home,BA+
2098,2012,8,Homicide,0,M,34,Native American/Native Alaskan,100,Home,HS/GED
2099,2012,9,Homicide,0,F,34,White,100,Home,HS/GED
2100,2012,8,Suicide,0,M,50,Hispanic,210,Home,BA+
2101,2012,8,Suicide,0,M,54,White,100,Other unspecified,Some college
2102,2012,8,Homicide,1,M,29,Native American/Native Alaskan,100,NA,Less than HS
2103,2012,9,Suicide,0,F,53,White,100,Home,BA+
2104,2012,8,Suicide,0,M,63,White,100,Home,Less than HS
2105,2012,8,Homicide,0,M,36,Hispanic,210,Home,Less than HS
2106,2012,8,Suicide,0,M,20,Black,100,Home,HS/GED
2107,2012,9,Homicide,0,M,20,Hispanic,210,Other specified,Some college
2108,2012,9,Suicide,0,M,43,Hispanic,210,Home,HS/GED
2109,2012,8,Suicide,0,F,62,White,100,Home,NA
2110,2012,8,Homicide,0,M,22,White,100,Other unspecified,HS/GED
2111,2012,9,Suicide,0,M,36,White,100,Home,HS/GED
2112,2012,8,Suicide,0,F,32,White,100,Home,Some college
2113,2012,9,Suicide,0,M,91,White,100,Home,HS/GED
2114,2012,8,Suicide,0,M,62,White,100,Home,HS/GED
2115,2012,9,Suicide,0,M,90,White,100,Home,Some college
2116,2012,9,Suicide,0,M,29,White,100,Street,Less than HS
2117,2012,8,Suicide,0,M,20,White,100,Other specified,Less than HS
2118,2012,8,Homicide,0,M,20,Hispanic,210,Street,Some college
2119,2012,9,Suicide,0,M,36,White,100,Home,HS/GED
2120,2012,9,Suicide,0,M,32,White,100,Trade/service area,Some college
2121,2012,9,Suicide,0,F,80,White,100,Home,BA+
2122,2012,9,Suicide,0,M,62,White,100,Home,HS/GED
2123,2012,9,Suicide,0,M,53,White,100,Home,HS/GED
2124,2012,9,Homicide,0,M,42,Native American/Native Alaskan,100,Street,HS/GED
2125,2012,9,Suicide,0,M,22,White,100,Home,HS/GED
2126,2012,9,Homicide,0,M,22,Hispanic,210,Street,Less than HS
2127,2012,9,Suicide,0,M,59,White,100,Trade/service area,HS/GED
2128,2012,9,Suicide,0,F,17,White,100,Home,Less than HS
2129,2012,9,Suicide,0,M,16,White,100,Home,Less than HS
2130,2012,9,Suicide,0,M,56,White,100,Home,Some college
2131,2012,9,Homicide,0,M,19,Native American/Native Alaskan,100,Other unspecified,HS/GED
2132,2012,9,Homicide,0,M,16,Black,100,Other specified,Less than HS
2133,2012,9,Homicide,0,M,40,Asian/Pacific Islander,100,Other specified,Some college
2134,2012,9,Suicide,0,M,69,White,100,Home,BA+
2135,2012,9,Suicide,0,M,56,White,100,Home,HS/GED
2136,2012,9,Homicide,0,M,34,White,100,Other specified,HS/GED
2137,2012,9,Suicide,0,M,42,White,100,Home,Some college
2138,2012,9,Homicide,0,M,23,Hispanic,210,Other specified,Some college
2139,2012,9,Suicide,0,M,59,White,100,Trade/service area,Some college
2140,2012,9,Suicide,0,M,54,White,100,Home,Some college
2141,2012,9,Homicide,0,M,36,Hispanic,210,Street,Less than HS
2142,2012,9,Suicide,0,M,24,White,100,Home,HS/GED
2143,2012,9,Suicide,0,M,51,White,100,Home,Some college
2144,2012,9,Suicide,0,M,24,White,100,Other specified,HS/GED
2145,2012,8,Suicide,0,M,18,Native American/Native Alaskan,100,Home,HS/GED
2146,2012,9,Suicide,0,M,71,White,100,Home,BA+
2147,2012,9,Suicide,0,M,22,White,100,Home,HS/GED
2148,2012,9,Homicide,0,M,49,Native American/Native Alaskan,100,Home,Less than HS
2149,2012,9,Homicide,0,F,66,White,100,Home,HS/GED
2150,2012,9,Homicide,0,M,26,Black,100,Street,Some college
2151,2012,9,Suicide,0,M,19,White,100,Home,HS/GED
2152,2012,8,Suicide,0,M,23,White,100,Trade/service area,HS/GED
2153,2012,8,Suicide,0,M,86,Hispanic,210,Home,Less than HS
2154,2012,9,Homicide,0,F,49,Native American/Native Alaskan,100,Home,Less than HS
2155,2012,9,Suicide,0,M,35,White,100,Home,Some college
2156,2012,9,Suicide,0,M,48,White,100,Other specified,HS/GED
2157,2012,9,Homicide,0,M,29,Hispanic,210,Other specified,Some college
2158,2012,10,Homicide,0,M,46,Hispanic,210,Street,HS/GED
2159,2012,9,Homicide,0,M,47,White,100,Home,Less than HS
2160,2012,9,Suicide,0,M,45,White,100,Home,HS/GED
2161,2012,9,Suicide,0,M,45,White,100,Other specified,BA+
2162,2012,9,Homicide,0,M,43,Black,100,Street,HS/GED
2163,2012,9,Suicide,0,M,70,White,100,Trade/service area,BA+
2164,2012,9,Homicide,0,M,33,White,100,Other unspecified,Less than HS
2165,2012,9,Suicide,0,M,26,Native American/Native Alaskan,100,Home,HS/GED
2166,2012,9,Suicide,0,M,60,White,100,Other specified,Some college
2167,2012,9,Homicide,1,M,49,White,100,NA,BA+
2168,2012,9,Suicide,0,M,38,White,100,Home,Less than HS
2169,2012,10,Suicide,0,M,41,White,100,Other specified,HS/GED
2170,2012,10,Homicide,0,M,30,White,100,Other specified,Some college
2171,2012,9,Suicide,0,M,20,White,100,Home,HS/GED
2172,2012,9,Suicide,0,M,55,White,100,Home,Some college
2173,2012,10,Suicide,0,M,51,White,100,Home,Some college
2174,2012,9,Homicide,0,M,43,Black,100,Street,HS/GED
2175,2012,10,Suicide,0,M,25,Hispanic,210,Home,Less than HS
2176,2012,9,Suicide,0,M,44,White,100,Home,HS/GED
2177,2012,10,Suicide,0,M,27,White,100,Home,Some college
2178,2012,10,Suicide,0,M,57,Hispanic,210,Other specified,Some college
2179,2012,9,Suicide,0,M,33,White,100,Other specified,HS/GED
2180,2012,8,Suicide,0,M,49,Black,100,Other specified,HS/GED
2181,2012,9,Suicide,0,M,47,White,100,Home,HS/GED
2182,2012,9,Suicide,0,M,18,White,100,Home,HS/GED
2183,2012,10,Homicide,0,M,41,White,100,Street,Some college
2184,2012,9,Suicide,0,M,78,White,100,Home,HS/GED
2185,2012,10,Homicide,0,F,72,White,100,Home,Some college
2186,2012,10,Homicide,0,M,22,Hispanic,210,Street,HS/GED
